label,ess,rhat
Overall,445.4978116763152,1.0073478944934813
as,369.62219341456625,1.0073989014894353
bs,550.6442024077664,1.004906793870371
σs,340.1230307853868,1.0159522315512424
ws,350.67515386192076,1.0108128318930174
ps,479.9638960680067,1.0057788222521573
es,395.19828082476374,1.0085560924483126
σ,787.8505729681673,1.0041481280638005
