label,ess,rhat
Overall,748.2432320666275,1.0048199544442702
as,625.848678645579,1.005110093742526
bs,919.2240789235558,1.0041895561580856
σs,466.4427301385247,1.0067934565742582
ws,594.1453096819909,1.0042207671102579
ps,790.0233232777463,1.00518053945962
es,635.3738733505727,1.0010593714927416
σ,817.7126399806773,1.0022232876186894
