label,ess,rhat
Overall,904.8611189272584,1.0048525934306347
as,793.0741143107114,1.0036906596214867
bs,1085.7916981939202,1.0048326548359279
σs,503.82838595659223,1.0117074533729906
ws,646.1015227090014,1.0065527087183603
ps,977.369041914599,1.0045292985715393
es,740.8277309014575,1.0029258699054275
σ,857.6627462056,1.0038228102649158
