parameters,mean,std,naive_se,mcse,ess,rhat,ess_per_sec
ab_p_e[1,10],-0.4956403265851331,0.8766602112489269,0.027722430015909738,0.0495264528588514,253.5928920092572,1.0115853616076,0.0019627386076858217
ab_p_e[2,10],-0.36723569663518124,0.4756694461457429,0.015041988631713488,0.01599169923619118,808.1775766690187,1.001165062830488,0.0062550701599962295
ab_p_e[1,11],-1.2555163800390117,0.8664083625226674,0.027398238093884978,0.0481659042473888,256.4309934117976,1.012753975811,0.0019847047249186736
ab_p_e[2,11],-0.7287384580901028,0.48206968661277916,0.015244382006199632,0.014906914418496774,820.7520790220955,1.0006995423385259,0.006352393318564566
ab_p_e[1,12],-0.9240527247564629,0.86950572647755,0.027496185342284336,0.04947088664908787,232.41379486384545,1.0125199695748295,0.0017988182733504618
ab_p_e[2,12],-0.3455909779346311,0.47416585130696304,0.014994440788027308,0.014400999146070192,799.5346665298125,0.9994704363196737,0.006188176434077603
a_e_e,-0.06275657936637612,0.8692847361352324,0.0274891970140581,0.033738658030046366,692.3930671028124,0.9997528393903684,0.005358930188181619
b_e_e,0.004132428119325467,0.4346256031495551,0.013744068353770459,0.012308619288352494,1215.4466639327904,0.9992797703375702,0.009407219871118222
σ_e_e[1],0.7952713339915297,0.8100415213393903,0.025615762067403618,0.039464390270753914,480.37475669419956,1.0050560816231382,0.003717967304410766
σ_e_e[2],0.7030357274321447,0.7210545339012499,0.022801746443190458,0.02590107754686777,745.6024329789685,1.0049379953201987,0.005770755913532784
ρ_e_e[1,1],1.0,0.0,0.0,0.0,NaN,NaN,NaN
ρ_e_e[2,1],-0.011196864755992124,0.4318494076653258,0.01365627734417007,0.012521508580088095,1106.6306896752692,0.9982205392315912,0.008565014428702325
ρ_e_e[1,2],-0.011196864755992124,0.4318494076653258,0.01365627734417007,0.012521508580088095,1106.6306896752692,0.9982205392315912,0.008565014428702325
ρ_e_e[2,2],1.0,8.539279449111196e-17,2.700357263585928e-18,0.0,949.0902026808262,0.9959919678390986,0.007345694779607697
ab_e_e[1,1],-0.11304626703608073,1.0149120077922644,0.03209433569278114,0.04376037962091912,512.4190695087478,1.002517916013844,0.003965981392737735
ab_e_e[2,1],0.027654608170104067,0.5630061702806266,0.0178038183481538,0.01580618909675262,1345.9300631600302,0.9986061109758161,0.010417125169710096
a_w_p,0.09477673709445787,0.8454409324502785,0.026735189736794396,0.03311740249164943,728.0302101836363,1.0001060501417611,0.005634751785696282
b_w_p,-0.0020019337228187,0.44347809926337217,0.014024008860744968,0.013096073981341324,1458.1630961387045,1.0024555354470603,0.01128577769833412
σ_w_p[1],0.5516721595170698,0.5086356611560876,0.016084471884388694,0.017757246458664333,761.637902973703,1.003694997543455,0.005894866001168458
σ_w_p[2],0.4795229706205158,0.4760507080243141,0.015054045190926282,0.016012829194213016,733.866155740561,0.9994337987421579,0.005679920384729848
ρ_w_p[1,1],1.0,0.0,0.0,0.0,NaN,NaN,NaN
ρ_w_p[2,1],-0.09387008027696611,0.45887916264093315,0.014511033247361953,0.010986964681118034,1264.8884169085266,0.9983405366382273,0.009789885318198657
ρ_w_p[1,2],-0.09387008027696611,0.45887916264093315,0.014511033247361953,0.010986964681118034,1264.8884169085266,0.9983405366382273,0.009789885318198657
ρ_w_p[2,2],1.0,8.510332655816242e-17,2.6912034838089132e-18,0.0,1021.2276394247632,0.9959919678390986,0.007904018520604548
ab_w_p[1,1],0.2365686753742845,0.9045084697663927,0.028603069273753497,0.035334720197994635,730.2564208064525,0.9989713309677251,0.005651982038104469
ab_w_p[2,1],-0.07610119979245626,0.5118567571387824,0.01618633188306203,0.018414068037858028,1213.593772373553,1.0067367548828008,0.00939287900465956
ab_w_p[1,2],-0.018301389642898163,0.9048045200110383,0.028612431204502797,0.03487101929299671,736.4113902548197,0.9988922372135174,0.005699619793523087
ab_w_p[2,2],0.12794741762994155,0.5149201570224443,0.016283205093224697,0.018252730882271796,1257.6368357366089,1.0062390525180098,0.009733760092368702
a_p_p,0.1868538089441893,0.8477707444179128,0.02680886486017082,0.05122145037939289,263.8294301416536,1.006380821842702,0.0020419665720120815
b_p_p,0.02524177833669416,0.4440951916250841,0.014043523034641991,0.020499051012297712,637.0725572537201,1.012271434416101,0.004930764794359328
σ_p_p[1],0.6196395405360716,0.15433682417818897,0.00488055891240022,0.0046075778741974825,951.5292012205629,0.9990823689765432,0.007364571951440477
σ_p_p[2],0.44539685159240205,0.10911573997394312,0.0034505426689234214,0.0036816288178604583,890.8775238023873,1.001714494490684,0.0068951448001257866
ρ_p_p[1,1],1.0,0.0,0.0,0.0,NaN,NaN,NaN
ρ_p_p[2,1],-0.12033274469404141,0.26047833831177475,0.008237048302011066,0.009428068432206454,1007.1725483942868,1.000394237051124,0.007795236016562408
ρ_p_p[1,2],-0.12033274469404141,0.26047833831177475,0.008237048302011066,0.009428068432206454,1007.1725483942868,1.000394237051124,0.007795236016562408
ρ_p_p[2,2],1.0,9.085326612650887e-17,2.8730325382519153e-18,0.0,1113.8322726174174,0.9959919678390986,0.008620752682109245
ab_p_p[1,1],-0.3992126141200666,0.8501883518215851,0.026885316319007733,0.0532866330364336,248.8914824024153,1.0062987002201735,0.0019263510020523136
ab_p_p[2,1],0.19497093485568015,0.4609064380914667,0.014575141326044254,0.020964513735273905,668.2940826641279,1.01227753003703,0.005172410736516155
ab_p_p[1,2],0.6156437102728759,0.8584015143670699,0.027145039323376915,0.053324523498667134,254.77930436419223,1.0074040775879975,0.001971921110062826
ab_p_p[2,2],0.6590028723200378,0.45937583456650033,0.014526739392708493,0.02064879361397089,628.3850687512853,1.0079993214141854,0.004863526044280588
ab_p_p[1,3],-0.23348092970423834,0.854574827671252,0.02702402886487043,0.05281938587256404,251.1944468396293,1.0075515569660314,0.0019441753076834128
ab_p_p[2,3],0.14037907055319387,0.4701260632741678,0.014866691473548068,0.022570592366453965,502.6189916653271,1.0121074061764148,0.0038901315099227774
ab_p_p[1,4],0.9122478204001555,0.8586732533335942,0.027153632464009283,0.05341785075026338,250.88430511571585,1.007842696177552,0.0019417748968100792
ab_p_p[2,4],-0.08581183574547817,0.46186825126913095,0.014605556529294085,0.021034387879717825,671.1822211773224,1.009496701233221,0.005194764127099296
ab_p_p[1,5],0.23995357445918508,0.8533630176834106,0.02698570806834123,0.05304316845042312,253.55457305815986,1.0055275574773956,0.001962442029638508
ab_p_p[2,5],0.10825904450234898,0.46794682120580344,0.014797777788459192,0.02124116689056107,590.5639232676239,1.0102486446506251,0.004570800874266852
ab_p_p[1,6],-0.8338563396934988,0.8616927140708399,0.027249116196360758,0.052447090519991885,253.56878925661,1.0071225779511255,0.001962552059069268
ab_p_p[2,6],0.5230030079294257,0.46848319417892065,0.014814739391163257,0.021863806446213423,655.6495159586892,1.0133118222860353,0.005074545299304621
ab_p_p[1,7],0.4306496219666061,0.8588521192782425,0.027159288701818544,0.05417127511026716,244.0156942629413,1.0068833857980999,0.0018886137549693279
ab_p_p[2,7],0.08316369542499566,0.4625878695307694,0.01462831285682037,0.02144967909599511,635.4094714568137,1.012644871481491,0.004917892971826688
ab_p_p[1,8],0.9969192123145553,0.858470686320276,0.02714722673260025,0.05438873779754529,240.95190741885008,1.0072628663904035,0.0018649008950505325
ab_p_p[2,8],0.20755404033320707,0.4663836684601229,0.014748346558388227,0.021350526919183974,645.3809719881151,1.0107387617983639,0.0049950696186730455
ab_p_p[1,9],-0.18482954698797865,0.860980972891858,0.027226608964059595,0.05382346693106867,246.72482894200792,1.0073478477769109,0.0019095817055530158
ab_p_p[2,9],-0.1598365345254821,0.4616391147063258,0.01459831059495722,0.02131824458000448,641.6260460084189,1.0112252603309246,0.004966007533647874
ab_p_p[1,10],-0.035398901489123155,0.8567361710098504,0.027092376542426463,0.05459959343809444,226.7662787934434,1.0070053259580565,0.0017551080662501005
ab_p_p[2,10],-0.3986980755008605,0.46643998904341155,0.01475012757161164,0.020456857750167944,654.7500980701207,1.0108941117369306,0.005067584054451305
ab_p_p[1,11],0.547708480334036,0.8608640841036217,0.027222912616021954,0.05393956718273481,244.4068233989614,1.0064579809554148,0.0018916409859369428
ab_p_p[2,11],-0.7286654930740897,0.46676872868624425,0.014760523231897056,0.022185412262930318,533.2127607315888,1.0133925115127507,0.004126918792189286
ab_p_p[1,12],0.2477207334094405,0.8601648827508757,0.027200801927844475,0.05424310403890125,242.0169166086711,1.0065418493797293,0.0018731437706210575
ab_p_p[2,12],-0.27470643884469875,0.46390243114881885,0.014669882945197096,0.020984797610938796,627.4173869370888,1.0106397810716843,0.004856036455587347
a_e_p,0.09500591520144636,0.8717900909378116,0.027568423289288015,0.0373964658294184,581.190873538925,0.9998644019781654,0.004498256070552067
b_e_p,-0.011380141230009279,0.4229709625853863,0.013375516258836826,0.011696586622340374,1157.0845045176693,0.9982839659080449,0.008955512953765857
σ_e_p[1],0.8394114488535128,0.7811338913589287,0.02470162254244734,0.0318340556121231,695.384110767527,1.0045032344822058,0.005382080036079544
σ_e_p[2],0.716613979787792,0.7316677295343775,0.023137365157726818,0.027779972493805642,846.9777979360442,0.9992344471365078,0.006555373104862538
ρ_e_p[1,1],1.0,0.0,0.0,0.0,NaN,NaN,NaN
ρ_e_p[2,1],0.017048075395977573,0.46935512833067755,0.014842312370055644,0.013181088533575408,1126.7903457484683,1.0003966754728162,0.008721044572051497
ρ_e_p[1,2],0.017048075395977573,0.46935512833067755,0.014842312370055644,0.013181088533575408,1126.7903457484683,1.0003966754728162,0.008721044572051497
ρ_e_p[2,2],1.0,8.002232485845681e-17,2.5305281021463472e-18,0.0,1017.872394268181,0.9959919678390986,0.007878049854231855
ab_e_p[1,1],0.13237650086312078,1.0063137392003232,0.031822434565936905,0.054908932294667916,313.4554018901703,1.004217937207844,0.0024260578212699038
ab_e_p[2,1],0.005847580855378383,0.5462578271184002,0.017274189233886374,0.019294437880062028,1094.1283048536632,1.0011956369620256,0.008468249439813695
σ_ePNP,4.039301310281639,0.018956985688497453,0.0005994725234686717,0.0005589046168381404,1011.053239256925,0.999584334592049,0.007825271486879596
σ_pNP,4.411019164227949,0.020622488353205924,0.0006521403421642568,0.0006919118746067921,877.3896559760578,1.0010715959015586,0.006790752446269379
