label,ess,rhat
Overall,618.4067222385305,1.0049797483240952
as,452.48358225304514,1.0068255518320286
bs,831.6319152034683,1.0027969614366297
σs,448.1193315125014,1.0061928884904094
ws,483.5332040118574,1.008656197618467
ps,680.301654570715,1.0033745113171149
es,486.2865246785161,1.0044898364515098
σ,891.8610954418348,1.0035783427182847
