label,ess,rhat
Overall,669.0399343539583,1.0062354624515466
as,523.4508646693415,1.0090306609434059
bs,838.5124598170552,1.0032315626404613
σs,530.5158908387756,1.0074459301030554
ws,457.8870677026948,1.0078481958562977
ps,723.1193439096473,1.0056443913115698
es,417.0435664403309,1.0123192274747397
σ,1111.0554113233065,1.0030865462670122
