label,ess,rhat
Overall,685.6458250416134,1.004199943238236
as,597.5532216012423,1.0042548438069283
bs,801.8963710803604,1.003340599584841
σs,522.3297579710359,1.0088657131295133
ws,575.8557629915384,1.0048918609077298
ps,711.6813899782591,1.0040607442757328
es,589.6285273937829,1.0031110078548662
σ,945.4540479791965,1.0047563521712042
