label,ess,rhat
Overall,645.239762542478,1.006062098047401
as,567.410625990593,1.0068377268951525
bs,767.1904671914871,1.004563312434148
σs,486.402117392831,1.008665462403207
ws,531.220659806242,1.007564182092947
ps,691.3968677618075,1.005246791110942
es,560.4879347788285,1.0059059231137741
σ,982.887915202037,1.0095474197160421
