label,ess,rhat
Overall,626.2812021330767,1.0048614750270473
as,535.3625854073862,1.00450870833207
bs,763.1617498978344,1.0049192228549293
σs,460.8182503924356,1.005923542948588
ws,559.4465905777571,1.0075739418803356
ps,656.9265927180479,1.0037847234786923
es,474.6274775271654,1.0048481784588574
σ,934.8238347994834,1.0003340061811896
