mean,std
-1.543871501906176e-16,7.244533278952546
-2.2055307170088227e-17,5.8779786140655
-6.616592151026468e-17,5.093247613456608
1.1027653585044113e-16,3.6810575233949603
5.513826792522057e-18,2.954044229429281
-1.0476270905791908e-16,1.9572981855307277
