VERB
VERB
PRON
ADJ
VERB
PRT
DET
NOUN
VERB
PRON
NOUN
ADP_LEX
PRON
VERB
VERB
PRT
VERB
PRON
NOUN
NOUN
VERB
ADJ
PRON
NOUN
NOUN
PRT
VERB
CONJ
VERB
PRT
NOUN
VERB
VERB
DET
NOUN
VERB
PRON
VERB
PRON
NOUN
VERB
ADP_LEX
DET
NOUN
NOUN
NOUN
VERB
PRON
NOUN
VERB
ADV
PRT
DET
NOUN
VERB
ADP_LEX
DET
NOUN
VERB
PRT
PRON
NOUN
NOUN
NOUN
ADP_SUB
PRON
VERB
NOUN
NUM
NOUN
VERB
VERB
PRT
ADV
VERB
VERB
PRT
VERB
DET
VERB
DET
NOUN
ADP_LEX
DET
NOUN
VERB
NOUN
CONJ
VERB
VERB
ADJ
NOUN
ADP_LEX
NOUN
VERB
PRON
NOUN
VERB
PRT
VERB
VERB
ADP_LEX
PRON
NOUN
VERB
PRON
ADJ
ADP_SYN
DET
NOUN
VERB
VERB
VERB
ADP_SYN
ADJ
VERB
PRT
ADV
CONJ
VERB
VERB
NOUN
VERB
ADP_SUB
NOUN
VERB
PRT
PRT
VERB
PRON
ADP_SYN
DET
NOUN
VERB
DET
NOUN
VERB
ADV
PRT
VERB
PRON
NOUN
NOUN
VERB
VERB
ADP_SUB
PRON
ADV
VERB
ADP_LEX
PRON
NOUN
VERB
ADJ
ADV
PRON
VERB
NOUN
VERB
ADV
CONJ
VERB
PRON
NOUN
VERB
PRT
CONJ
VERB
PRON
NOUN
VERB
CONJ
DET
VERB
VERB
VERB
PRON
NOUN
ADV
ADV
VERB
CONJ
VERB
PRON
NOUN
NOUN
VERB
VERB
PRT
VERB
PRON
NOUN
ADJ
VERB
ADV
VERB
DET
NOUN
NOUN
VERB
PRON
ADJ
VERB
ADP_SYN
VERB
ADP_LEX
PRON
ADJ
NOUN
VERB
DET
NOUN
CONJ
NOUN
ADV
VERB
PRT
CONJ
PRON
VERB
ADV
VERB
VERB
ADV
VERB
DET
NOUN
DET
NOUN
PRON
VERB
PRT
VERB
NOUN
PRT
ADP_LEX
DET
ADJ
NOUN
