label,ess,rhat
Overall,573.2145668828207,1.0059456568790555
as,470.3608172289803,1.00586587563788
bs,720.1836002496187,1.0049251400634585
σs,414.3995455161729,1.0099067298834368
ws,524.0949971582394,1.0058077504074496
ps,589.8357117179158,1.0058025769801673
es,501.0611174560972,1.0075896222506815
σ,874.8065367187693,1.0080326811661624
