label,ess,rhat
Overall,513.4158860945552,1.0075163830475102
as,453.23955339155833,1.00877737180587
bs,589.0106736016911,1.006128534814088
σs,423.98884823054794,1.0082521680028727
ws,397.93661280267025,1.0040576554834157
ps,540.3778538376924,1.0085533326937572
es,398.8214008147446,1.0048265163045613
σ,834.1816844861999,1.0046272642826959
