label,ess,rhat
Overall,424.37891418832237,1.007950091887312
as,414.0800072115877,1.0053991516183642
bs,443.83001890425567,1.009517253769209
σs,391.4310023272076,1.0114916940806977
ws,411.2371649577304,1.0079512863192457
ps,405.8030411131768,1.0082422954711379
es,428.464374708048,1.0079904703059033
σ,1056.8816838697574,1.0002577086874698
