label,ess,rhat
Overall,629.5560169370391,1.006314549990343
as,528.8846332175058,1.0054203823408776
bs,772.2057030636644,1.0059914897821023
σs,478.4341282715071,1.0106965702780848
ws,520.6720900415985,1.00767194191495
ps,675.6674419092252,1.005733457257735
es,486.1377093622708,1.007148586806471
σ,1024.1027055550173,1.0034661843106194
