parameters,mean,std,naive_se,mcse,ess,rhat,ess_per_sec
a_w,-0.027258290817550202,0.8278317538960664,0.026178338617235387,0.021055589339654804,1411.813076252509,0.9979076043086736,0.09061446062286878
b_w,-0.0530568538933676,0.449263659253126,0.014206964331816594,0.012730448419398193,1166.477624065973,0.9993139730336098,0.07486808452996561
σ_w[1],0.5452717891710075,0.5197203538594172,0.016435000645444398,0.012030282350448304,754.4940564653551,1.0013592818465347,0.04842572513299241
σ_w[2],0.5610179497599798,0.5251617411477015,0.016607072420065056,0.01889792450367382,763.6082896956541,1.0033387982809128,0.049010704364341344
ρ_w[1,1],1.0,0.0,0.0,0.0,NaN,NaN,NaN
ρ_w[2,1],-0.09690357714646211,0.4596820926883999,0.014536424124879772,0.014216262578621526,914.0092214084592,1.000453651806545,0.05866389396399287
ρ_w[1,2],-0.09690357714646211,0.4596820926883999,0.014536424124879772,0.014216262578621526,914.0092214084592,1.000453651806545,0.05866389396399287
ρ_w[2,2],1.0,7.663567060181483e-17,2.4234326911614165e-18,0.0,943.8403479595751,0.9959919678390986,0.06057854646840022
ab_w[1,1],0.08943030172770086,0.8946844440189082,0.028292406302211606,0.02370579449486596,1541.2185865470915,0.998247111358974,0.09892010016836442
ab_w[2,1],-0.21283298359890393,0.5673650170548402,0.01794165718593573,0.01628639082417278,1197.4939815511493,1.0000863552420298,0.07685880876342119
ab_w[1,2],-0.17091674178487753,0.9003346671301079,0.028471082045406743,0.0247511567094695,1498.0053416398325,0.9982812963972382,0.0961465425743031
ab_w[2,2],0.044756910201919534,0.5642132189654058,0.017841988579059928,0.016161534611630706,1205.7662110530803,0.9996973198057959,0.07738974563252551
a_p,0.006156922857164046,0.8845759040174433,0.027972746199976098,0.03334847599961413,782.0826946979578,1.00256719811382,0.05019644791125319
b_p,-0.06263986524365077,0.45155530713482034,0.014279432600829135,0.008836445055338949,1925.3134957970894,0.9973697111892227,0.12357248058267738
σ_p[1],1.0772656721221319,0.3053844591575384,0.009657104529564866,0.011408694079187848,633.87360351231,1.0103258836606008,0.04068393730833322
σ_p[2],0.27966240354723526,0.10108107179531413,0.0031964641520419793,0.004286887232574105,537.0246184711092,1.0064449148285102,0.03446787465174179
ρ_p[1,1],1.0,0.0,0.0,0.0,NaN,NaN,NaN
ρ_p[2,1],0.3935413195752244,0.278591078516215,0.008809823439140416,0.009869623700595048,866.522290630721,1.0009185314513382,0.05561603820217909
ρ_p[1,2],0.3935413195752244,0.278591078516215,0.008809823439140416,0.009869623700595048,866.522290630721,1.0009185314513382,0.05561603820217909
ρ_p[2,2],1.0,8.31230555444571e-17,2.6285818159317203e-18,0.0,815.3297012962613,0.9959919678390986,0.05233034199461654
ab_p[1,1],-0.2839912932285558,0.9105003434269051,0.028792548955945393,0.03543121565470279,713.5909877431043,1.0020304859851168,0.04580044167838302
ab_p[2,1],-0.26641825602514296,0.47189879601224294,0.014922750204898708,0.0103184101115415,1790.5776326075459,0.997277499634481,0.11492472276343085
ab_p[1,2],-0.43886745526218335,0.9132515754108961,0.028879550550354547,0.03665199838787188,679.1012615795834,1.002493472541864,0.043586786070635326
ab_p[2,2],-0.22790396038953054,0.4632639017173185,0.014649690871631161,0.010186403301345178,1799.5446367621698,0.9979566224365856,0.11550025238455539
ab_p[1,3],0.37275927480043086,0.9138097595357604,0.02889720188223774,0.03570581751165843,704.7795840261031,1.0020373327143302,0.04523489896697411
ab_p[2,3],0.36222176460295596,0.47220124965353666,0.014932314628829706,0.010498134498397994,1899.9026687924963,0.9979079747337917,0.12194153635802536
ab_p[1,4],-0.6056357404860143,0.9141247201829208,0.028907161812421214,0.036085036257441326,702.0431278309026,1.0022476657726942,0.045059264878923026
ab_p[2,4],-0.2275409157194443,0.47676479579857517,0.015076626629085736,0.010501850369512282,1810.4388478746703,0.9978735341084713,0.11619947601442233
ab_p[1,5],-0.5523847354486546,0.910698367771557,0.028798811035558012,0.036467431772401866,700.3416249800622,1.0022604431002633,0.044950057246786315
ab_p[2,5],-0.2110291564543561,0.46845983489071613,0.014814000705610791,0.009798678770955629,1861.9823587570972,0.9983289488283235,0.11950769543509636
ab_p[1,6],1.6600862238063245,0.9088491285176381,0.028740332955748276,0.03669156120797103,685.3093718936764,1.0030182515873758,0.04398524148733398
ab_p[2,6],0.08240155736579427,0.469441392317679,0.014845040276845361,0.009257496443789226,1917.772485655306,0.9972773087097223,0.123088475597851
ab_p[1,7],-1.2018024744741587,0.9135482547554747,0.028888932374990493,0.03527873525596116,699.693924158483,1.0015957661156232,0.04490848583653407
ab_p[2,7],-0.11354970505225341,0.4718800886171067,0.014922158625121515,0.0097739538557946,1905.319656220906,0.9974180258528144,0.12228921509983806
ab_p[1,8],1.0616240864202346,0.9140589625951563,0.02890508237491347,0.03574969297933672,687.7164956612936,1.002447971590571,0.04413973801773452
ab_p[2,8],0.13407213984518088,0.4719580148315586,0.014924622868392542,0.011378679255954113,1835.1334162013839,0.9983559945912079,0.11778444857692288
a_e,-0.019658459459130195,0.8781936786356112,0.027770922512504823,0.02864383307926522,1213.0183373633681,0.9998056632922089,0.07785520917371892
b_e,-0.006333025222196356,0.4487947399593176,0.014192135801744271,0.011111678910205277,1168.8920678181291,0.9993900680108819,0.07502305087925501
σ_e[1],0.7951667953370504,0.7595554981022862,0.024019253833069253,0.026750521775474188,813.9044126081822,1.002586241479712,0.052238862628208496
σ_e[2],0.7199555470643293,0.7182287814040673,0.022712388303240405,0.028721948986630164,570.8860846134346,1.0087012847865664,0.03664120661898131
