label,ess,rhat
Overall,852.8634175855677,1.0033500811646243
as,677.6189461501117,1.0027402800530307
bs,1091.6025313354473,1.0032442671844672
σs,484.594492161911,1.0075006486967784
ws,555.8847327766001,1.0047172668981539
ps,934.3413835672849,1.0027948339027448
es,615.9829456411829,1.0052939131435443
σ,979.4262120595267,1.0097080569746593
