2.604166666666629659e-03,1.302083333333370341e-03,3.038194444444419773e-03,4.340277777777790114e-03,3.472222222222209886e-03,3.906250000000000000e-03,3.906250000000000000e-03,6.076388888888839546e-03,5.208333333333370341e-03,2.604166666666629659e-03
2.604166666666629659e-03,1.302083333333370341e-03,3.038194444444419773e-03,4.340277777777790114e-03,3.472222222222209886e-03,3.906250000000000000e-03,3.906250000000000000e-03,6.076388888888839546e-03,5.208333333333370341e-03,2.604166666666629659e-03
2.604166666666629659e-03,1.302083333333370341e-03,3.038194444444419773e-03,4.340277777777790114e-03,3.472222222222209886e-03,3.906250000000000000e-03,3.906250000000000000e-03,6.076388888888839546e-03,5.208333333333370341e-03,2.604166666666629659e-03
2.604166666666629659e-03,1.302083333333370341e-03,3.038194444444419773e-03,4.340277777777790114e-03,3.472222222222209886e-03,3.906250000000000000e-03,3.906250000000000000e-03,6.076388888888839546e-03,5.208333333333370341e-03,2.604166666666629659e-03
2.604166666666629659e-03,1.302083333333370341e-03,3.038194444444419773e-03,4.340277777777790114e-03,3.472222222222209886e-03,3.906250000000000000e-03,3.906250000000000000e-03,6.076388888888839546e-03,5.208333333333370341e-03,2.604166666666629659e-03
2.604166666666629659e-03,1.302083333333370341e-03,3.038194444444419773e-03,4.340277777777790114e-03,3.472222222222209886e-03,3.906250000000000000e-03,3.906250000000000000e-03,6.076388888888839546e-03,5.208333333333370341e-03,2.604166666666629659e-03
2.604166666666629659e-03,9.114583333333337034e-02,3.038194444444419773e-03,9.809027777777779011e-02,3.472222222222209886e-03,3.906250000000000000e-03,1.223958333333333703e-01,6.076388888888839546e-03,5.208333333333370341e-03,2.604166666666629659e-03
1.315104166666666297e-01,9.114583333333337034e-02,1.545138888888888395e-01,9.809027777777779011e-02,8.506944444444441977e-02,1.519097222222222099e-01,1.679687500000000000e-01,1.480034722222222099e-01,1.302083333333333703e-01,1.814236111111111605e-01
1.970486111111111605e-01,8.984375000000000000e-02,2.348090277777777901e-01,2.235243055555555802e-01,2.000868055555555802e-01,1.519097222222222099e-01,2.261284722222222099e-01,2.170138888888888395e-01,1.302083333333333703e-01,2.725694444444444198e-01
2.013888888888888395e-01,8.984375000000000000e-02,2.348090277777777901e-01,2.235243055555555802e-01,1.796875000000000000e-01,2.256944444444444198e-01,1.953125000000000000e-01,1.888020833333333703e-01,1.914062500000000000e-01,2.339409722222222099e-01
2.539062500000000000e-01,1.228298611111111605e-01,5.859375000000000000e-02,4.513888888888883955e-02,2.118055555555555802e-01,2.300347222222222099e-01,1.953125000000000000e-01,2.226562500000000000e-01,1.848958333333333703e-01,2.604166666666666297e-01
3.116319444444444198e-01,2.204861111111111605e-01,1.861979166666666297e-01,1.553819444444444198e-01,1.263020833333333703e-01,3.003472222222222099e-01,2.777777777777777901e-01,2.743055555555555802e-01,2.348090277777777901e-01,2.604166666666666297e-01
2.929687500000000000e-01,2.478298611111111605e-01,2.157118055555555802e-01,1.766493055555555802e-01,2.000868055555555802e-01,3.003472222222222099e-01,2.916666666666666297e-01,2.842881944444444198e-01,2.348090277777777901e-01,3.077256944444444198e-01
2.929687500000000000e-01,2.304687500000000000e-01,2.495659722222222099e-01,2.309027777777777901e-01,2.239583333333333703e-01,1.584201388888888395e-01,9.765625000000000000e-02,2.777777777777777901e-01,2.534722222222222099e-01,3.142361111111111605e-01
2.382812500000000000e-01,2.304687500000000000e-01,2.139756944444444198e-01,2.239583333333333703e-01,2.391493055555555802e-01,1.866319444444444198e-01,1.423611111111111605e-01,1.236979166666666297e-01,2.534722222222222099e-01,2.664930555555555802e-01
2.439236111111111605e-01,2.161458333333333703e-01,2.139756944444444198e-01,2.239583333333333703e-01,2.391493055555555802e-01,2.291666666666666297e-01,1.423611111111111605e-01,2.061631944444444198e-01,1.132812500000000000e-01,2.664930555555555802e-01
2.439236111111111605e-01,2.161458333333333703e-01,2.708333333333333703e-01,1.957465277777777901e-01,2.721354166666666297e-01,2.291666666666666297e-01,2.647569444444444198e-01,2.894965277777777901e-01,1.718750000000000000e-01,1.922743055555555802e-01
2.183159722222222099e-01,2.682291666666666297e-01,2.708333333333333703e-01,2.161458333333333703e-01,2.721354166666666297e-01,2.161458333333333703e-01,2.647569444444444198e-01,2.894965277777777901e-01,2.921006944444444198e-01,2.599826388888888395e-01
2.183159722222222099e-01,2.677951388888888395e-01,2.647569444444444198e-01,2.717013888888888395e-01,2.721354166666666297e-01,2.135416666666666297e-01,2.348090277777777901e-01,3.654513888888888395e-01,3.398437500000000000e-01,2.808159722222222099e-01
2.734375000000000000e-01,3.198784722222222099e-01,2.855902777777777901e-01,2.717013888888888395e-01,2.907986111111111605e-01,2.135416666666666297e-01,2.348090277777777901e-01,3.654513888888888395e-01,3.398437500000000000e-01,3.190104166666666297e-01
3.103298611111111605e-01,3.719618055555555802e-01,2.855902777777777901e-01,2.647569444444444198e-01,3.064236111111111605e-01,2.065972222222222099e-01,2.651909722222222099e-01,3.498263888888888395e-01,3.363715277777777901e-01,3.489583333333333703e-01
4.001736111111111605e-01,3.719618055555555802e-01,3.333333333333333703e-01,3.103298611111111605e-01,3.177083333333333703e-01,2.465277777777777901e-01,2.860243055555555802e-01,3.927951388888888395e-01,3.715277777777777901e-01,3.311631944444444198e-01
3.936631944444444198e-01,4.583333333333333703e-01,4.401041666666666297e-01,4.019097222222222099e-01,3.793402777777777901e-01,2.482638888888888395e-01,3.506944444444444198e-01,4.375000000000000000e-01,4.079861111111111605e-01,3.767361111111111605e-01
3.936631944444444198e-01,4.583333333333333703e-01,4.401041666666666297e-01,4.019097222222222099e-01,3.875868055555555802e-01,2.938368055555555802e-01,3.506944444444444198e-01,4.375000000000000000e-01,4.079861111111111605e-01,3.767361111111111605e-01
3.511284722222222099e-01,3.862847222222222099e-01,3.515625000000000000e-01,3.888888888888888395e-01,4.197048611111111605e-01,3.667534722222222099e-01,2.990451388888888395e-01,2.773437500000000000e-01,3.723958333333333703e-01,3.355034722222222099e-01
3.654513888888888395e-01,3.862847222222222099e-01,3.476562500000000000e-01,3.576388888888888395e-01,4.197048611111111605e-01,3.667534722222222099e-01,3.580729166666666297e-01,3.754340277777777901e-01,3.072916666666666297e-01,3.589409722222222099e-01
3.888888888888888395e-01,3.658854166666666297e-01,3.554687500000000000e-01,3.632812500000000000e-01,3.771701388888888395e-01,3.906250000000000000e-01,4.071180555555555802e-01,4.053819444444444198e-01,3.532986111111111605e-01,3.480902777777777901e-01
3.888888888888888395e-01,3.789062500000000000e-01,3.554687500000000000e-01,3.632812500000000000e-01,3.771701388888888395e-01,3.645833333333333703e-01,4.071180555555555802e-01,4.266493055555555802e-01,3.532986111111111605e-01,3.845486111111111605e-01
