label,ess,rhat
Overall,787.3174659660384,1.0038038751326728
as,697.099815845262,1.0037434779365806
bs,905.1776956327774,1.0036050868217088
σs,626.9905045994553,1.0053071510735965
ws,686.4132155716693,1.0048561168624461
ps,812.8057192481016,1.0036073256956806
es,661.1295887311759,1.0021214403858165
σ,1027.108067629153,1.0039762168447093
